Hotel_Name,lat,lng,Category
Mercure Josefshof Wien,48.2021105,16.3720841,4
Fleming s Selection Hotel Wien City,48.2057193,16.3710878,4
Cordial Theaterhotel Wien,48.2044655,16.3702399,4
Vincci Bit,48.2062103,16.3710387,4
Hollmann Beletage Design Boutique,48.1824271,16.3808291,4
Hotel Bristol A Luxury Collection Hotel,52.3047669,4.9476868,3
Hotel Imperial A Luxury Collection Hotel,52.377955,4.894641,3
The Ring Vienna s Casual Luxury Hotel,52.3763099,4.8862701,3
Grand Hotel Wien,52.3758754,4.8859642,3
Hotel Ambassador,52.3654686,4.8798713,3
Austria Trend Hotel Astoria Wien,51.531427,-0.126133,1
Austria Trend Hotel Europa Wien,51.480672,-0.0071375,1
Hotel Schani Wien,48.2031622,16.3561999,4
Ozo Hotel,48.2047761,16.3512515,4
Renaissance Amsterdam Hotel,48.2185837,16.3881339,4
Canal House,52.3542655,4.8664365,3
The Toren,41.3827894,2.1715636,2
The Dylan Amsterdam,41.3834673,2.1712016,2
Great Northern Hotel A Tribute Portfolio Hotel London,41.3843222,2.1712893,2
De Vere Devonport House,41.3780983,2.1762005,2
K K Hotel Maria Theresia,51.5576962,-0.2835263,1
Small Luxury Hotel Altstadt Vienna,51.5119446,-0.179939,1
Der Wilhelmshof,51.5120219,-0.1762414,1
Park Plaza Vondelpark Amsterdam,51.5119446,-0.179939,1
Hotel Bagu s,48.1964001,16.3958668,4
Hotel 1898,48.1923791,16.3994512,4
Hotel Serhs Rivoli Rambla,48.2038688,16.3887039,4
Eurostars Ramblas,48.2075294,16.3525967,4
Hilton London Wembley,45.4630685,9.1979367,4
Corus Hotel Hyde Park,45.4738012,9.2239702,4
London Elizabeth Hotel,41.3842838,2.1707092,2
Lancaster London,52.3793659,4.8457179,3
Hotel Daniel Vienna,52.363889,4.881302,3
Eurostars Embassy,41.4101934,2.1695574,2
BEST WESTERN PLUS Amedia Wien,48.2064745,16.3546297,4
Mercure Grand Hotel Biedermeier Wien,48.210285,16.373579,4
Hotel Rathaus Wein Design,52.3591467,4.9263601,3
NH Collection Milano President,48.1940487,16.2971831,4
Hotel Dieci,41.3957584,2.1822402,2
Royal Ramblas,41.4082054,2.2124626,2
Best Western Blue Tower Hotel,51.5016102,-0.1191545,1
Hampshire Hotel Amsterdam American,41.406146,2.2008636,2
Ilunion Bel Art,41.4006708,2.2087844,2
25hours Hotel beim MuseumsQuartier,41.3897735,2.1419762,2
Hotel Topazz,41.3900104,2.1422396,2
Hampshire Hotel The Manor Amsterdam,51.4993652,-0.1576613,1
Hotel Kavalier,41.3861283,2.1745291,2
Ofelias Hotel 4 Sup,41.3792053,2.1427989,2
Vincci Maritimo,41.3890578,2.1565948,2
London Marriott Hotel County Hall,41.3894195,2.1564886,2
The Level at Melia Barcelona Sky,41.3910621,2.1593373,2
Eurohotel Diagonal Port,41.3931918,2.16152,2
Hotel Derby,41.3945074,2.1632659,2
Hotel Gran Derby Suites,41.3962658,2.1662153,2
Jumeirah Lowndes Hotel,51.5165165,-0.1509735,1
Catalonia Magdalenes,51.6068054,0.0590416,1
Expo Hotel Barcelona,41.39038,2.121,2
The Corner Hotel,48.1868107,16.3440157,4
Best Western Premier Hotel Dante,48.1935593,16.3616098,4
Hotel Balmes,48.1899743,16.3567007,4
Alexandra Barcelona A DoubleTree by Hilton,48.1965878,16.3413729,4
Alma Barcelona GL,48.2008957,16.3592496,4
Room Mate Carla,48.2002872,16.3547746,4
The Mandeville Hotel,48.1990335,16.3525051,4
Hallmark Hotel London Chigwell Prince Regent,48.1979979,16.3483314,4
Upper Diagonal,41.3982129,2.1494179,2
Falkensteiner Hotel Wien Margareten,41.3865424,2.1969665,2
Holiday Inn Vienna City,48.1945297,16.340327,4
pentahotel Vienna,48.1756283,16.4200957,4
IntercityHotel Wien,52.385601,4.8470597,3
Boutiquehotel Das Tyrol,41.371308,2.181698,2
NH Wien City,48.19183,16.3770876,4
Hotel Corvinus,41.3936071,2.1504611,2
NH Collection Wien Zentrum,41.3985449,2.1438237,2
Aparthotel Mariano Cubi Barcelona,41.4034965,2.1370426,2
Hotel Arts Barcelona,52.3872884,4.8349748,3
Leonardo Hotel Vienna,52.4001813,4.8936653,3
JUFA Hotel Wien,52.3711037,4.8936787,3
Golden Tulip Amsterdam West,48.1995177,16.3388225,4
Eurostars Grand Marina Hotel GL,48.2006001,16.3386333,4
Pakat Suites Hotel,48.251195,16.2989165,4
Guitart Grand Passage,41.383515,2.1407396,2
Hotel Rekord,52.3678779,4.8948936,3
Catalonia Barcelona 505,52.3681919,4.8957609,3
Mercure Amsterdam Sloterdijk Station,52.3741426,4.8907741,3
DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,52.3754926,4.8929878,3
Hotel V Nesplein,52.3760456,4.8943917,3
Fleming s Conference Hotel Wien,51.5104624,-0.0795502,1
ARCOTEL Wimberger,52.3611852,4.8936341,3
Hotel Schild,41.3780229,2.1730782,2
Acta CITY47,41.3825777,2.1400103,2
De L Europe Amsterdam,41.384591,2.1378107,2
NH Collection Amsterdam Doelen,51.5050355,-0.1500864,1
Hotel Die Port van Cleve,51.5083719,0.0355768,1
INK Hotel Amsterdam MGallery by Sofitel,51.511174,-0.1349904,1
Inntel Hotels Amsterdam Centre,52.376752,4.904618,3
Apex City Of London Hotel,48.2026449,16.3671054,4
Mercure Hotel Amsterdam Centre Canal District,48.2149414,16.3365285,4
Onix Liceo,52.3375677,4.8178172,3
Abba Sants,52.3702613,4.9032489,3
NH Sants Barcelona,52.370835,4.895403,3
COMO Metropolitan London,52.3840358,4.9028572,3
Aloft London Excel,41.3727844,2.1721134,2
Ham Yard Hotel,41.3971434,2.1921947,2
DoubleTree by Hilton Amsterdam Centraal Station,41.3969273,2.192267,2
Das Opernring Hotel,52.3714428,4.9346331,3
Exe Vienna,48.2000165,16.3641802,4
Mercure Hotel Amsterdam West,41.3747873,2.1611846,2
Luxury Suites Amsterdam,51.5082019,-0.1545589,1
Sofitel Legend The Grand Amsterdam,48.2056333,16.3778615,4
Sir Adam Hotel,48.2050967,16.3770928,4
Hotel Grums Barcelona,41.3815625,2.1838458,2
Hotel Spa Villa Olimpica Suites,41.3918805,2.1660363,2
Sall s Hotel Pere IV,41.3935497,2.1627098,2
Hampton by Hilton Amsterdam Centre East,41.3939082,2.1622556,2
Hotel Beethoven Wien,41.4023621,2.2119049,2
Roomz Vienna,41.4037972,2.213767,2
Silken Concordia,41.4101306,2.2188047,2
Grosvenor House A JW Marriott Hotel,41.3798658,2.1805271,2
Hotel Am Parkring,41.3801815,2.180688,2
Vienna Marriott Hotel,41.3907208,2.1660732,2
H10 Port Vell 4 Sup,41.391393,2.1668467,2
Hotel Margot House,41.3980162,2.1581229,2
Condes de Barcelona,41.3930168,2.1646148,2
Monument Hotel,41.3935179,2.1639813,2
Occidental Atenea Mar Adults Only,41.3946775,2.162638,2
Hotel Front Maritim,41.3866227,2.1840722,2
AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,41.3775577,2.1384686,2
Duquesa de Cardona,41.4084334,2.2178205,2
Hotel The Serras,48.2217697,16.3578738,4
Eurostars Bcn Design,41.3944848,2.1651078,2
Mandarin Oriental Barcelona,41.3962106,2.1621171,2
Hotel Casa Fuster G L Monumento,41.3856387,2.1668274,2
Sixtytwo Hotel,41.3856173,2.1659487,2
Majestic Hotel Spa Barcelona GL,48.1979514,16.336318,4
Royal Passeig de Gracia,51.520171,-0.102463,1
K K Hotel Picasso,48.2097026,16.3703902,4
AC Hotel Sants a Marriott Lifestyle Hotel,48.2038793,16.3698086,4
Hilton Diagonal Mar Barcelona,45.4793852,9.1961308,4
Hotel Palais Strudlhof,45.479888,9.1962982,4
Renaissance Barcelona Hotel,45.4790357,9.199028,4
Claris Hotel Spa GL,45.4838504,9.2034067,4
H10 Casa Mimosa 4 Sup,45.4857027,9.2020127,4
Catalonia Ramblas 4 Sup,45.4638223,9.1940273,4
Hotel Midmost,45.4844028,9.1673528,4
Arthotel ANA Westbahn,45.4834133,9.1666361,4
The Rookery,45.4608547,9.1886179,4
Hotel Wandl,45.4805847,9.2117326,4
Hotel Sacher Wien,45.4852549,9.2069501,4
ME Milan Il Duca,45.4845143,9.2057532,4
Hotel Principe Di Savoia,45.4747809,9.2059385,4
The Westin Palace,45.4868745,9.2018406,4
Glam Milano,45.453152,9.179172,4
Excelsior Hotel Gallia Luxury Collection Hotel,45.498503,9.1664111,4
Rosa Grand Milano Starhotels Collezione,51.5092876,-0.1370062,1
TownHouse 12,52.3781016,4.9142508,3
Hotel Mozart,41.3830117,2.1700699,2
Hotel Dei Cavalieri,41.3810421,2.1814294,2
Best Western Plus Hotel Galles,41.4111652,2.2192012,2
Starhotels Anderson,41.3799929,2.1748256,2
Hotel Michelangelo,41.368437,2.1901534,2
Hotel Mercure Milano Centro,41.3892128,2.1726015,2
NYX Milan,48.8639788,2.3352615,3
The Yard Milano,48.8719697,2.3316014,3
Hotel Sunflower,41.3703041,2.17141,2
Sheraton Grand London Park Lane,41.3861459,2.1711594,2
M venpick Hotel Amsterdam City Centre,41.3750293,2.1491172,2
Silken Ramblas,41.3798964,2.1412433,2
Duquesa Suites Barcelona,51.5357597,-0.1902591,1
Hotel SB Diagonal Zero Barcelona 4 Sup,51.517876,-0.1440647,1
Hotel DO Pla a Reial G L ,51.5135929,-0.0907833,1
W Barcelona,48.212857,16.37986,4
H10 Urquinaona Plaza,52.3744149,4.9041443,3
Hotel du Louvre in the Unbound Collection by Hyatt,52.377743,4.897057,3
W Paris Op ra,52.3764175,4.9002201,3
Hotel Miramar Barcelona GL,52.3728353,4.883326,3
Olivia Plaza Hotel,52.364971,4.8839827,3
Catalonia Barcelona Plaza,52.3678368,4.8830788,3
Barcel Sants,52.3648077,4.8853962,3
London Marriott Maida Vale,52.3419432,4.8759604,3
The Langham London,52.3600068,4.9051643,3
The Ned,41.4052324,2.2117289,2
Sofitel Vienna Stephansdom,41.3919083,2.1573318,2
Grand Hotel Amr th Amsterdam,52.3154533,4.9962997,3
art otel Amsterdam,41.4072812,2.1443116,2
NH Collection Amsterdam Barbizon Palace,41.3941625,2.1597836,2
Pulitzer Amsterdam,41.3894654,2.1662651,2
Dikker en Thijs Fenice Hotel,41.3875467,2.1673975,2
Andaz Amsterdam Prinsengracht A Hyatt Hotel,41.3922919,2.1622256,2
Hotel Seven One Seven,41.3790126,2.1696339,2
citizenM Amsterdam,41.3837453,2.171014,2
InterContinental Amstel Amsterdam,41.3989322,2.2024183,2
Attica 21 Barcelona Mar,48.2133054,16.3567884,4
Hotel America Barcelona,48.2508693,16.304957,4
Golden Tulip Amsterdam Riverside,48.1776236,16.3243588,4
Catalonia Park Putxet,41.3896916,2.1798661,2
Hotel Murmuri Barcelona,52.3664077,4.8969091,3
NH Collection Barcelona Gran Hotel Calder n,52.3657092,4.8966912,3
H10 Metropolitan 4 Sup,52.3657281,4.8972883,3
HCC Regente,48.1955998,16.3826989,4
Barcel Raval,48.1954348,16.383429,4
Le M ridien Barcelona,48.1950444,16.3844751,4
Ilunion Barcelona,48.1854312,16.404884,4
Austria Trend Hotel Rathauspark Wien,51.5013149,-0.2174459,1
Hotel Landhaus Fuhrgassl Huber,48.2071576,16.3765913,4
Hotel Parco di Sch nbrunn Vienna,48.1978409,16.367087,4
Catalonia Born,41.380939,2.1796095,2
NH Amsterdam Caransa,48.2027296,16.3661211,4
NH Amsterdam Schiller,52.3527675,4.88373,3
Royal Amsterdam Hotel,52.3617577,4.8780052,3
Lindner Hotel Am Belvedere,41.3907821,2.1717426,2
NH Wien Belvedere,41.393599,2.1684151,2
Austria Trend Hotel Savoyen Vienna,41.3905166,2.1725643,2
Austria Trend Hotel Doppio Wien,41.3909816,2.1714938,2
K West Hotel Spa,41.3910786,2.1717285,2
Appartement Hotel an der Riemergasse,41.3759896,2.167148,2
Saint SHERMIN bed breakfast champagne,41.3895263,2.1747136,2
The Wittmore Adults Only,41.3885658,2.1712991,2
Le Meridien Vienna,41.3869565,2.1665338,2
The College Hotel,48.2163343,16.3595536,4
Hotel Roemer Amsterdam,41.4226648,2.1464261,2
Hotel mbit Barcelona,41.3949242,2.1593099,2
Catalonia Eixample 1864,41.3962468,2.1609551,2
Negresco Princess 4 Sup,41.4047382,2.1727127,2
Petit Palace Barcelona,41.3920254,2.1554675,2
Roger de Ll ria,48.2176776,16.3821364,4
Hotel Garbi Millenni,48.2178332,16.3821636,4
Vincci Gala,48.2102677,16.3741269,4
Catalonia Square 4 Sup,51.5083537,0.0198855,1
H10 Universitat,48.2138096,16.3714293,4
Hotel Regina,52.3702469,4.8966743,3
Bcn Urban Hotels Gran Rosellon,41.385817,2.1256789,2
Gallery Hotel,41.3832498,2.1753483,2
Hotel Omm,41.3976233,2.188975,2
Ayre Hotel Rosell n,41.3799209,2.1728181,2
Evenia Rossello,41.3854716,2.1018835,2
Hotel Imlauer Wien,41.3949199,2.1468594,2
Hotel Nestroy Wien,52.3617751,4.9118187,3
Hotel Lam e,51.499046,-0.1917073,1
Crowne Plaza London Docklands,48.184732,16.3211959,4
K K Palais Hotel,48.1925582,16.3576071,4
Radisson Blu Hotel Amsterdam,52.2924567,4.9444338,3
Catalonia Rigoletto,48.191339,16.3165873,4
Hotel Neri,48.2048494,16.343618,4
Capri by Fraser Barcelona,48.2155236,16.3646858,4
Hotel Espa a Ramblas,48.2163149,16.3685103,4
Abba Garden,48.2146623,16.3627994,4
Zenit Barcelona,48.2022415,16.3749336,4
Hyatt Regency Amsterdam,48.2017277,16.375463,4
Austria Trend Hotel Schloss Wilhelminenberg Wien,48.2022742,16.3762615,4
Copthorne Tara Hotel London Kensington,48.2082215,16.3751842,4
Courtyard by Marriott Vienna Schoenbrunn,48.2080479,16.375612,4
Arthotel ANA Prime,48.2111522,16.3788631,4
Fletcher Hotel Amsterdam,45.4651371,9.1895249,4
Austria Trend Hotel Park Royal Palace Vienna,48.1790835,16.4116997,4
Falkensteiner Hotel Wien Zentrum Schottenfeld,52.3705447,4.8886439,3
Hilton Vienna Plaza,48.2078727,16.3724042,4
Palais Hansen Kempinski Vienna,51.4927325,-0.1573708,1
Hotel de France Wien,52.3786823,4.8207833,3
Grand Ferdinand Vienna Your Hotel In The City Center,48.1915401,16.3546263,4
Hotel Am Schubertring,48.1829645,16.3776709,4
The Ritz Carlton Vienna,48.1834787,16.3762765,4
Hotel K nig von Ungarn,51.5007324,-0.01655,1
Hotel Domizil,51.519616,-0.1218432,1
Hotel Capricorno,52.3924898,4.8683822,3
Hotel Advance,52.3727871,4.8900059,3
Derag Livinghotel Kaiser Franz Joseph Vienna,52.3697554,4.8887815,3
Room Mate Giulia,51.5059087,-0.1403795,1
Simm s Hotel,51.5064721,-0.0716893,1
Hotel Esther a,52.3681299,4.8440847,3
Hotel Royal,52.362514,4.8800077,3
Sloane Square Hotel,52.3613814,4.8832594,3
Best Western Plus Hotel Blue Square,52.3630682,4.8794451,3
Austria Trend Hotel Ananas Wien,48.2082385,16.3715725,4
Hotel Zeitgeist Vienna Hauptbahnhof,48.2087646,16.3721138,4
AZIMUT Hotel Vienna,51.5111922,-0.1194006,1
Hilton London Canary Wharf,51.5078943,-0.1436707,1
Grange Holborn Hotel,48.2107358,16.382147,4
WestCord Art Hotel Amsterdam 4 stars,48.2142766,16.3801779,4
W Amsterdam,51.508236,-0.1261963,1
NH City Centre Amsterdam,48.2121772,16.3680771,4
The Stafford London,51.5731061,-0.2233332,1
The Tower A Guoman Hotel,51.4991134,-0.0790969,1
Ramada Apollo Amsterdam Centre,48.2130607,16.4133973,4
Amsterdam Marriott Hotel,41.3812574,2.1269078,2
Park Hotel,48.1966396,16.3863822,4
NH Amsterdam Centre,48.2110845,16.3838405,4
DO CO Hotel Vienna,41.3999934,2.1452467,2
Hotel Am Stephansplatz,41.388024,2.1731556,2
The Savoy,41.38793,2.1568061,2
The May Fair Hotel,52.358631,4.8786236,3
Best Western Hotel Pension Arenberg Wien Zentrum,52.3266672,4.8800884,3
Hotel Stefanie,45.4828787,9.186346,4
Hotel City Central,45.4608604,9.1890215,4
Amba Hotel Charing Cross,45.4694772,9.1909325,4
Hotel Das Tigra,45.4501306,9.1696481,4
Holiday Inn London Brent Cross,41.3961294,2.1551626,2
Bermondsey Square Hotel A Bespoke Hotel,45.461177,9.191047,4
Courtyard by Marriott Vienna Prater Messe,45.466598,9.183064,4
NH Barcelona Stadium,45.4693349,9.2142383,4
Imperial Riding School Renaissance Vienna Hotel,45.459485,9.179511,4
Aparthotel Adagio Vienna City,45.4661781,9.1588367,4
Mercure Barcelona Condor,45.4667717,9.1871001,4
H10 Cubik 4 Sup,45.4684251,9.1834161,4
Sunotel Club Central,45.4595203,9.1770004,4
Conservatorium Hotel,45.4405621,9.1921165,4
NH Amsterdam Zuid,45.4689376,9.1868891,4
Hotel Tocq,45.49952,9.206138,4
The Square Milano Duomo,45.4708973,9.1840992,4
Mandarin Oriental Milan,45.4836517,9.2078581,4
Art Hotel Navigli,45.4845769,9.2065256,4
Hotel Balmoral,45.480515,9.160063,4
Brunelleschi Hotel,45.4841371,9.2001623,4
Camperio House Suites Apartments,45.4868744,9.2018407,4
TownHouse 33,45.4726942,9.1943911,4
Hotel Regina,45.4787357,9.2041131,4
Hotel Capitol Milano,45.4911829,9.2393614,4
Hotel Clerici,45.4524879,9.1669784,4
UNA Hotel Cusani,45.4897688,9.1549451,4
Hotel Pierre Milano,45.4858877,9.2042827,4
MiHotel,45.4802503,9.1494925,4
Hotel Milano Scala,45.4720654,9.0777871,4
IH Hotels Milano Gioia,45.4794587,9.1951427,4
Style Hotel,45.4851889,9.198015,4
Andreola Central Hotel,45.469339,9.195108,4
Hotel Bristol,45.443791,9.152947,4
Admiral Hotel,45.484237,9.198858,4
UNA Hotel Century,45.51152,9.1241306,4
Hotel Marconi,45.4859983,9.1637603,4
Hotel Cavour,45.5099969,9.1739942,4
Best Western Plus Hotel Felice Casati,45.465957,9.192297,4
Nu Hotel,45.451873,9.20548,4
Hotel Magna Pars Small Luxury Hotels of the World,45.4408963,9.1728003,4
Mercure Milano Regency,41.3833541,2.1794038,2
Hotel Auriga,41.3849695,2.1776631,2
Hotel Portello Gruppo Minihotel,41.3860521,2.176157,2
Idea Hotel Milano San Siro,41.3870479,2.174336,2
Windsor Hotel Milano,41.3822909,2.1807447,2
Four Points Sheraton Milan Center,45.4776167,9.2016244,4
Four Seasons Hotel Milano,45.4777623,9.203169,4
IH Hotels Milano Watt 13,45.4580137,9.1913676,4
LaGare Hotel Milano Centrale MGallery by Sofitel,45.443502,9.1377081,4
Barcel Milan,45.4436132,9.1161094,4
UNA Hotel Scandinavia,45.5161671,9.2272778,4
Acca Palace,45.5005657,9.1383663,4
Sina De La Ville,45.4862032,9.200322,4
UNA Hotel Mediterraneo,45.4684949,9.1550355,4
Hotel La Spezia Gruppo MiniHotel,45.4909585,9.1614268,4
Exe Laietana Palace,45.4739801,9.1960671,4
Grand Hotel Central,45.4699058,9.1925024,4
Ilunion Almirante,45.470532,9.19302,4
Ohla Barcelona,45.4792738,9.1459546,4
Barcelona Hotel Colonial,45.4813423,9.2039494,4
NH Milano Machiavelli,45.4633289,9.1884242,4
Hotel Sanpi Milano,45.4481878,9.2570459,4
Best Western Hotel Ascot,45.4606597,9.1810947,4
Ca Bianca Hotel Corte Del Naviglio,45.4814923,9.192023,4
IH Hotels Milano Lorenteggio,45.4896727,9.2006406,4
Hilton Garden Inn Milan North,45.482442,9.1756982,4
DoubleTree By Hilton Milan,45.4559784,9.1871812,4
Hilton Milan,45.4788051,9.1446276,4
Hotel Wagner,45.4622972,9.1814695,4
Hotel Boutique Duomo,45.4984161,9.1904375,4
Hotel Manin,45.4826692,9.2034371,4
Grand Hotel et de Milan,45.4830211,9.2033246,4
Armani Hotel Milano,45.4802415,9.2131919,4
Meli Milano,45.5045259,9.246461,4
Hotel Mediolanum,45.4782808,9.1997755,4
UNA Maison Milano,45.463135,9.2102,4
Novotel Milano Linate Aeroporto,45.43784,9.230901,4
Hotel Carrobbio,45.4565757,9.1684824,4
NH Milano Grand Hotel Verdi,45.4837173,9.1649371,4
Crowne Plaza Milan City,45.4701334,9.1897405,4
Leonardo Hotel Milan City Center,45.4881471,9.2016609,4
Petit Palais Hotel De Charme,45.5138582,9.1194759,4
Mokinba Hotels Montebianco,45.4589731,9.0687506,4
Hotel Mentana,45.4829817,9.2041911,4
Atahotel Contessa Jolanda,45.4670579,9.1427822,4
Hotel Berna,45.465237,9.191247,4
Best Western Atlantic Hotel,45.4655368,9.1914986,4
LHP Hotel Napoleon,45.467298,9.1846982,4
Ibis Styles Milano Palmanova,45.4672309,9.184154,4
Mokinba Hotels Baviera,45.4630441,9.183607,4
Hotel Vittoria,45.4657568,9.1916674,4
Starhotels Business Palace,45.4574655,9.1919138,4
Hotel Mercure Milano Solari,45.470238,9.195347,4
ADI Hotel Poliziano Fiera,45.4714062,9.1965303,4
Bulgari Hotel Milano,45.4691663,9.1984454,4
Best Western Madison Hotel,45.5331372,9.1711019,4
The Hub Hotel,45.4648822,9.1893265,4
Hotel Silver,45.4657842,9.1895321,4
Colombia,45.463579,9.1869092,4
Antares Hotel Rubens,45.4779041,9.2094965,4
STRAF a Member of Design Hotels ,45.501946,9.2277569,4
Sina The Gray,45.4769167,9.196665,4
Antica Locanda Dei Mercanti,45.4851799,9.1831189,4
Palazzo Segreti,45.4709657,9.1566242,4
Hotel Santa Marta Suites,45.4654912,9.1889612,4
TH Street Duomo,45.4510425,9.1606536,4
Uptown Palace,45.488764,9.183057,4
Hotel Manzoni,45.5000245,9.1428722,4
Senato Hotel Milano,45.5147974,9.116606,4
Baglioni Hotel Carlton The Leading Hotels of the World,45.500667,9.1445874,4
Hotel Da Vinci,45.4611287,9.1542675,4
TownHouse Duomo,45.4853717,9.2115837,4
TownHouse Galleria,45.4847398,9.2072916,4
Hotel Spadari Al Duomo,45.4635445,9.2068649,4
Starhotels Ritz,45.4510397,9.1920911,4
Ramada Plaza Milano,45.4508673,9.1948659,4
NH Milano Touring,45.4947129,9.1418864,4
AC Hotel Milano a Marriott Lifestyle Hotel,45.494861,9.141551,4
Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,45.4921089,9.1476806,4
Park Hyatt Milano,45.5266395,9.2131549,4
Nhow Milan,45.4471408,9.2070051,4
Holiday Inn Milan Garibaldi Station,45.4472099,9.2090967,4
Milan Suite Hotel,45.4872511,9.2237385,4
Klima Hotel Milano Fiere,45.480968,9.189977,4
Radisson Blu Hotel Milan,45.502453,9.2218364,4
Milan Marriott Hotel,45.50054,9.2208089,4
ADI Doria Grand Hotel,45.4725167,9.1439198,4
Starhotels Echo,45.4736557,9.2066824,4
Bianca Maria Palace Hotel,45.5257221,9.2150033,4
Hotel D Este,45.506502,9.1965192,4
Hotel Liberty,45.4770906,9.2054208,4
Best Western Hotel Mirage,52.3663727,4.8930505,3
Hotel Raffaello,52.365823,4.893243,3
Antares Hotel Accademia,41.3766732,2.1524478,2
Starhotels Tourist,41.4047934,2.1288527,2
Grand Visconti Palace,41.3853781,2.1567228,2
Best Western Hotel Major,48.2307014,16.3552189,4
Hotel Lombardia,52.3625662,4.8779225,3
NH Milano Palazzo Moscova,48.2340799,16.4210093,4
Best Western Antares Hotel Concorde,48.2353789,16.4219737,4
Atahotel Linea Uno,48.2390022,16.4292329,4
Best Western Hotel Astoria,48.231915,16.417026,4
Sheraton Diana Majestic,48.1919288,16.3391395,4
Hotel degli Arcimboldi,48.1941905,16.3462578,4
Novotel Milano Nord Ca Granda,48.1945774,16.346356,4
Best Western Hotel St George,48.2072348,16.372238,4
NH Carlton Amsterdam,52.3583821,4.8988777,3
Albus Hotel Amsterdam City Centre,51.5403942,-0.3697581,1
Hotel Vilamar ,51.5084195,0.0253216,1
Vilana Hotel,51.5009609,-0.1165913,1
Acevi Villarroel,51.4242413,-0.2293503,1
Hotel Arkadenhof,52.3594783,4.895853,3
Hotel Vondel Amsterdam,51.509133,-0.130189,1
Hotel Pension Baron am Schottentor,51.5045583,-0.1262584,1
Hotel Atlanta,52.3546649,4.9131641,3
Park Inn by Radisson Uno City Vienna,48.1877258,16.3781454,4
NH Danube City,48.1953229,16.3672882,4
Strandhotel Alte Donau,48.1974036,16.3673003,4
ARCOTEL Kaiserwasser Superior,48.1935235,16.3669145,4
Mercure Hotel Raphael Wien,48.2104468,16.3715781,4
Arthotel ANA Boutique Six,51.5020912,-0.1577795,1
Austria Trend Hotel Anatol Wien,51.499981,-0.1928791,1
Hotel Kaiserin Elisabeth,48.2037451,16.3356767,4
